video_id,sign_language,split
jnCIudqgxX4,ase,test
zhLW17cPlEs,ase,val
ioTKcqNpOJQ,ase,train
huFbOAmc4LE,ase,train
Rz415q6QI9s,ase,train
KAnG6oAOH7Y,ase,train
sbHhoIcsHFc,ase,train
50sjgjTRDu8,ase,train
6CT3qbBqpus,ase,train
_TzmgSNpnm0,ase,train
lErN9c45kLo,ase,train
jH97FSi9Hg4,ase,train
qpqD_3u4hYI,ase,train
egdlfpBh8Gs,ase,train
mAGgPt39aTg,ase,train
RXkRcwlfgAQ,ase,val
jX7wvAHF0Jk,ase,train
K_SvLT8hmk0,ase,train
48TmQtTGQGQ,ase,train
t_yacMy9xlM,ase,train
asEeZeNGY9c,ase,train
wIA4JTf4hGc,ase,train
D05UadiwECA,ase,train
nwA61pXRTcY,ase,train
dL3chESLIrI,ase,train
2cryaHnc62w,ase,train
yajXAiwMRt0,ase,train
NR2FckoYgeo,ase,train
7bt8cAQrMiI,ase,train
JBufbfRRWwc,ase,test
73jtoG3Yl9Y,ase,train
D9DYUONNjNU,ase,train
PQm6vGJ7gT4,ase,train
0XuYL6bKxa8,ase,train
hORrYF-kPpA,ase,train
mTdidU1ywHA,ase,train
5evhc3T_Wdc,ase,train
o5g2FaesrwQ,ase,train
dcLitAzUmXA,ase,train
xxWHw8b-eeo,ase,train
LCwnGjocTeY,ase,train
33brDkaix3A,ase,train
hfaCpPSOIQc,ase,train
0FFdnI-tQyw,ase,train
o_SPY2s1LTE,ase,train
fnv_q1JnbtE,ase,train
J7_KIJaTARY,ase,train
x4oQvbe34FI,ase,train
dqqG86aO6iw,ase,train
rncXf-_rDjg,ase,train
Oz7k7ycQoPk,ase,train
JnV2L1eVXmc,ase,train
UqUSsHBzHrg,ase,train
-xHS0S81-zg,ase,train
mTkHZxyKjPc,ase,train
adKfZ5LzyoQ,ase,train
Rtp_0aScv6U,ase,train
yrBiaylZ5DA,ase,test
UTctnYa_W4Y,ase,train
N1Z6pY-_bvY,ase,train
sFxkRNf3LVs,ase,test
JH8V4q2eT-E,ase,val
LKO_1dsV7Mc,ase,train
JYsvnxMudOg,ase,train
nGsOD3vDYPk,ase,train
I3LIdByVdas,ase,train
9fstRkCWLEU,ase,train
M_HWu_mgkTg,ase,train
VUcy7gygtNc,ase,train
xZr9c_vtsDE,ase,train
ViCVTXKP_5g,ase,train
8awZby6CD-g,ase,val
kcSSlDl_mfs,ase,train
MNRPRea0lyc,ase,train
0ETUgBcLLX0,ase,train
zZS3HYD-eGY,ase,train
B8_2-bn7ybM,ase,train
JRhI1sNIEfM,ase,train
cyWfv3CRbAc,ase,train
jcI7qqIWrOY,ase,train
djfGsjhGUHQ,ase,train
A777tzmi3YE,ase,train
9TFzEKmb5fE,ase,train
2ahpTXhHcLc,ase,train
XPwqejSeHVk,ase,train
5ELtUAtflns,ase,train
wUCvOpWB5kQ,ase,train
5kpJiAa0K50,ase,train
ujLAymNUT14,ase,train
cghjZe65YMY,ase,train
lW0j12sEBOk,ase,train
ntvyhHY5mRQ,ase,train
uaFa351ZlxA,ase,train
ZIU_BqJNZn0,ase,test
TMFB-T8oZzg,ase,train
SmVPh5vNW9c,ase,train
yIbTpKbGyTs,ase,train
802_VdCJHsU,ase,train
aIVYtBYvlLo,ase,train
HVrd2Gn5IBw,ase,train
HK-FgUXOp5k,ase,train
jlJhe4Ww5o0,ase,train
nJa_omJBzoU,ase,train
JdNerO5InTo,ase,train
226CKUNss6k,ase,train
SqHAnhcw3EA,ase,train
CWR_lJsAcRU,ase,test
hr2F6KRxp6E,ase,train
EOUSD58K0B0,ase,train
y3WT_EFeCaA,ase,train
v3sveQU1ifQ,ase,train
y3FNZxh8d44,ase,train
iRyHfWumRUM,ase,train
4__R2jLPocE,ase,train
6XlnqBSlSf8,ase,train
TXp8WDPhScQ,ase,train
6R1cM5x04fc,ase,train
318OuzwpCzc,ase,train
_JZL9qB4YQA,ase,train
aMEneUac3OU,ase,test
78CLW1ydkyU,ase,train
YzFHh1as26o,ase,val
B3EgHOZcO50,ase,train
r5tWMG7wqFY,ase,train
la2ENi7JxIY,ase,val
DZTaofHvDT0,ase,test
E5EDqOF_hmQ,ase,train
AsqFPb9AvkY,ase,train
6R7auE0YG3E,ase,test
b9DYAmkIWNI,ase,train
ud8NQVG9eq8,ase,train
RfeeWfV1ybQ,ase,train
PMbw6s5-VGk,ase,val
dDmcNRk3YRU,ase,train
m7sM0tXJxVU,ase,train
pcS95GQLq6Q,ase,train
6JWJd38nW_0,ase,train
2Kxcrq-_Jts,ase,train
clZNYUQkqJU,ase,train
5ZeXnuyogvU,ase,train
qQmox_msLgg,ase,train
vkazTlZXeOg,ase,train
3Q9umXcc3UI,ase,train
uRNAQOzvH2w,ase,train
nZwdwFKAa5E,ase,train
PYKVebuSP88,ase,train
tdcv-uUdka8,ase,train
4ABoKW0KDLQ,ase,train
2ElgTUIWRCI,ase,train
2zr9Zg832CI,ase,train
j47ryBb_eBs,ase,train
3FImkVmElOQ,ase,train
twoczKq6w1Y,ase,test
aahk6kkYogA,ase,train
Uq6ocM2UAsA,ase,train
dfHJ8YzOyh0,ase,train
gdLl90fND4M,ase,train
eEvhecRxphU,ase,train
mEx65Xph1sc,ase,train
ZdOmJNeZK54,ase,train
6ibLm_CpHbY,ase,train
zp2PCAwmyiU,ase,train
ufdOxVRrOII,ase,train
hvxrHpZcBec,ase,train
1R5EsvdyODA,ase,train
3dFFzsCxZDg,ase,test
frGuvxkC-lA,ase,train
Hbo9a63-UPk,ase,train
xi9-kX8epnU,ase,train
7xnD31Kv66s,ase,train
K6olKpRuZt8,ase,train
sXK4Se3ASgg,ase,train
S6crvg7_RpA,ase,train
kNzINxsaYpg,ase,train
sobuycR0BX4,ase,train
tbYuKYW5J18,ase,train
-B_KgSrmTEk,ase,train
yqUtRqFqsAk,ase,train
sEVpF93bOmY,ase,train
_dIK7S5Iexc,ase,test
Vlyrd2VGGcA,ase,train
0TGzKgxeNt4,ase,train
8gJx-dSRuZ0,ase,train
fy5WiV83baM,ase,train
NbBElkAyJEM,ase,train
FfKGtDKFus8,ase,train
75RIqb2TUME,ase,val
QUcQVYVXh48,ase,train
PRc-8OF7Hv0,ase,train
xDNLiYu2i6w,ase,train
nBqit5pz9gY,ase,train
qE3xla9onl8,ase,train
ZgBe67Yq7RM,ase,train
86yIhX3BwlU,ase,train
KdwBvlRna84,ase,train
ykO6VgzT_V0,ase,train
z09UGE4mHmk,ase,train
c7PFvgp14QY,ase,train
pMx-2Onem_U,ase,train
SiYmQhAQ1oo,ase,train
lSgUXJ4aNy8,ase,train
G0T7y4dJRlI,ase,train
EstNvY-ooqI,ase,train
usj4G_4PdSc,ase,train
otCd1wpl8xs,ase,train
qpugxvU0ISk,ase,test
PcMwD8CBE18,ase,train
NIALRjTfVQo,ase,train
Jxi6ctVxobw,ase,train
eeN7YSckSCU,ase,train
8zXAJtr29Hk,ase,train
h0qS303wzLI,ase,train
7yOoVC0OriY,ase,test
PMdzMpH4CDQ,ase,train
xbh9UNoB_50,ase,val
ZPPn_SI-BwM,ase,train
W8eD0RbNF64,ase,train
SGbU1a7Bq4M,ase,train
mAj48v1aWy4,ase,train
iMRQd8VXiZs,ase,train
5CaUExhJXnk,ase,val
61abgYPeeA4,ase,train
LAE9eCSOgfk,ase,train
1GO8SLX7tLs,ase,train
fcp_kh_c4ZY,ase,train
6ojK5S2q7kQ,ase,train
uWhlw6WpFJw,ase,train
Gg0tMDmVvMg,ase,train
FvyP-TE_UCE,ase,train
Fte9_DwBoOc,ase,train
9h4ssIjyC1c,ase,train
PB-_TDKJ_NU,ase,train
mLAZ1hb3TAA,ase,val
-m_vd3VQFdM,ase,test
ipPQ9g99mLk,ase,train
Xl7mL1ai_2Q,ase,train
3SXfajMCua4,ase,train
B47G2k4PaOo,ase,train
WzE-qNJOIQU,ase,train
v65I_qTZm9A,ase,train
RDkxh4hS96Y,ase,train
bEWx6ZOWLgs,ase,train
9JVGKO6Ow-g,ase,test
2hxTkuo6b9Q,ase,train
Y_spbJB_h8c,ase,train
R905U86YEZ4,ase,train
rYBFNHopXCY,ase,train
SI0YdbqzhrU,ase,train
T1fkbC9hEDM,ase,train
dOMTkit0iXk,ase,train
Mr5xxrvImRE,ase,val
mbf1SYuv-S8,ase,train
bwJ1vkZo4Dc,ase,train
_cfr3QX70rM,ase,test
zlszguJeUCU,ase,train
ZyzBrdDRKi4,ase,train
-FSlHH2ReLA,ase,train
y6utHPmw4N4,ase,train
D0E7BISPh3g,ase,train
vhFjsYpJVdo,ase,train
yiHnYw23dpA,ase,train
e6IrUWRA8IY,ase,train
icJNRTvnAKA,ase,train
NM1i6A49CJ8,ase,train
nh1A8y-XO-U,ase,train
YoDqDMj02_4,ase,train
5z_Sk7P10Gk,ase,train
YoxLIlY5ETs,ase,train
pPKbHp8A57A,ase,train
tZl9fnxDzD0,ase,train
e8GJCgn87KM,ase,train
XXlirQk2XOg,ase,train
azDHsAKzRfY,ase,train
aEbhge9rcys,ase,train
HaNQNv-Jcfo,ase,train
lQmAZ7omimk,ase,train
3fWmeoRWkro,ase,train
6jZqwf--CSY,ase,train
YjzJjO5Br1I,ase,val
z4U2hye9dUM,ase,train
66DfOiRRnVI,ase,train
WZ7WdZeQSow,ase,train
4bzK9QxsTZ0,ase,train
UUYaCpK8LI0,ase,train
eCjHlxMZ-e0,ase,train
MeXD-8q_HnE,ase,train
2M7O1eSiIhg,ase,train
HgBcID72DYk,ase,train
kIBZ8PavNk0,ase,train
sXa-n4G8xU8,ase,train
wvhsJd55tvU,ase,train
YVNSrGy8lIw,ase,train
L566uVfOnJs,ase,train
BHWMtTwinQw,ase,train
zSGHersGMfg,ase,train
Z-jQq8cfknQ,ase,train
4GAUlwpbYXI,ase,train
CN5_ihghSYQ,ase,train
p9w25updu6w,ase,train
6mmsUCfyXuw,ase,train
qLKIE-ffqAg,ase,train
oDP7pQwwloM,ase,val
8mXREudl1SA,ase,train
1yKuwUSJXjQ,ase,train
sqov8p23sQM,ase,train
A43swAKYcLw,ase,train
7RPhNw37nZo,ase,train
0jlHk5s3JR0,ase,train
6I1IhiMISZ0,ase,train
gYdbAsZMkLc,ase,train
cY9QsUSuFeY,ase,train
WUFU_98RYNo,ase,train
B0-KuX4SwqE,ase,train
ALnkXxhqaxA,ase,val
gwS_w4ICyKU,ase,train
mMcqhgsTChc,ase,train
T7aAegkJGjI,ase,train
bGvGBVQGj5g,ase,train
rK-JGp_D8h4,ase,test
z7W0q42wBAs,ase,train
g-Zk9ssklKU,ase,train
4px8Zvp6KKc,ase,train
ZFZ5ynwIatw,ase,test
oKpcY4sj0mw,ase,train
QdLUjBhkUtg,ase,train
XP-QFojBY7I,ase,train
TA6ZixNGVHA,ase,train
5QTt1KKPEM4,ase,train
D3CiBLaS0b8,ase,train
lxuNBlM55oQ,ase,train
6W36OJpocGY,ase,train
2rqc4PrnxPs,ase,train
LhpoaDleoBk,ase,val
mZlTc4_vsPM,ase,train
SWf8m4u2IiE,ase,train
7gryEPTAHG4,ase,train
_RwSCTaRtQs,ase,test
6eOtI9sKQj8,ase,train
KcMZ8aPv-pA,ase,train
y-jo-h9I2Nc,ase,train
b6mLY50IvMw,ase,train
mHrrGSzpvz0,ase,train
SuNoQf2bqKA,ase,train
9gGNYECqDps,ase,train
x25u45N-EtQ,ase,train
ln6GgcabgNw,ase,train
9mlylMfZso8,ase,train
QHKxR31_iOo,ase,train
AClLccTd4KU,ase,train
o13lcyB8qew,ase,train
Q4kyTq8v3jI,ase,train
VUkcAHCQsfQ,ase,train
dHvoaUfg7Q4,ase,train
cJPONwjGPNQ,ase,train
y3-e5JkvkzM,ase,train
86OJd-nTUpE,ase,train
lNYgTXUy1cc,ase,train
tI9O12Offb0,ase,train
1Q2nPVc2-Nk,ase,train
qZU1yXkqeN8,ase,train
t_xRHGD84mk,ase,train
s6Jwx7uv1Fw,ase,train
FacGxP3k39I,ase,train
sjnfUvFcKiQ,ase,train
XtffCeeCUUY,ase,val
zu8B_wAdJ9A,ase,train
X4LLNmfzvq0,ase,train
vJK55aLB658,ase,train
LCn7qZ-FtfA,ase,train
cUPBBnd9DAA,ase,train
jBb9DFScSuY,ase,test
N-cHuBytVK0,ase,train
9dtsau-dRvM,ase,train
I_jPkH4SQUw,ase,train
N8jlE4l5cMA,ase,train
2uqfhF-Of_U,ase,train
zmejwkKi_Qg,ase,train
a2jcMxPk918,ase,train
htYpuY6krzo,ase,train
kOcC3-27Tkw,ase,train
RrPyEcQp52s,ase,train
8R8Gcs3cp4I,ase,train
mXE4geoGAko,ase,val
nObaguRC9xo,ase,train
a0KZ55-OH-0,ase,train
6FfnSGBp1AE,ase,test
bDoMOeZ45uM,ase,val
GJvd2VALBmM,ase,train
sJ2yaY0G7aw,ase,train
zwSenYyboaw,ase,train
_aTWv6lzE-g,ase,train
Jj-W8RIE9WE,ase,train
fpDcvXFowyw,ase,train
DNEBWyavmDk,ase,train
4jp6_7JGdW4,ase,train
Og0avmQdSJE,ase,train
MiaWaNDPsZ0,ase,train
YJcuOI3L47c,ase,train
y6wc7zbyZKQ,ase,train
gT3bymvOuQ8,ase,train
tLZknvMk3bk,ase,test
xfi9vzqZXyA,ase,train
Ze72FAnj3pk,ase,train
XO1AtpI8F7k,ase,train
oioZHB9ApLY,ase,train
TBqotOmhFbA,ase,train
bN2zn1ZglDE,ase,test
1Wol7Y3ezhA,ase,train
Kk-seL4U4RM,ase,train
t9Qo2rT81X0,ase,train
d8eNgL-Q8Xs,ase,train
kiH4oMe81eg,ase,train
wbS_8FELWC4,ase,train
HFSpMW2xLSA,ase,train
Clg-izhi4D0,ase,train
SlzRK_p8Bcg,ase,train
O-NN_zZ5QOA,ase,train
aXwDQlBcGrw,ase,train
JD5rfNanuVs,ase,train
1GdzGKD-VnQ,ase,test
YpkVT1TsOmk,ase,train
Oqnu6XD_TCU,ase,train
VMMXtiCdlFk,ase,train
0fwZ-B8tOlo,ase,train
HwxHorvb3xE,ase,train
ErnACzXrYAA,ase,train
Y5xibHeYpzk,ase,train
HILTIdPmr6M,ase,val
s1b8_kwX38Q,ase,train
q6vGVX_Y-Nc,ase,train
KyvMN7B0Vs8,ase,train
zjZd6kna5DI,ase,train
N_qjkDtO4h4,ase,train
WgL4u6Zebv8,ase,train
aJagTX7VrYE,ase,train
1p1gWBabLOc,ase,train
lD7hfi4ruiQ,ase,train
SAPPWosLe_o,ase,test
LaJ7yZ8BiIw,ase,train
5w4B1Lxchfk,ase,train
BmqNxqw1le8,ase,train
mk-TBMlWS48,ase,train
69F9hv4AIIY,ase,train
Yvm2jvTUe_c,ase,train
el5WlRsbOUE,ase,train
6FsVL71Vv2s,ase,test
B-5lLb34raY,ase,train
3N0atcNismQ,ase,train
sA_zWGDBcPU,ase,train
yxZMjfqhxRA,ase,train
4zPLsd-C7cI,ase,train
ydG2zbqG0eQ,ase,train
7TfLTF5NGrw,ase,train
pjsLi64zV94,ase,train
DEmRq7_xH90,ase,train
JKH2NvTn3y0,ase,train
TsbVuvC2VKE,ase,train
CGn6Q35y1nk,ase,train
iR9Frx-f9Qk,ase,train
CW0Qk0mvI38,ase,train
uxUviff_2K0,ase,test
Y8q4yqbHyv0,ase,train
_NxMnyy6Cww,ase,train
E9JtICHOEQY,ase,train
9kn-hMwz3ws,ase,train
WzYdT9oV4cE,ase,val
gnNnIoVtmJs,ase,train
p4mEk6xdFS0,ase,train
GhmVoqgsadE,ase,val
1Tr77GEcSrE,ase,train
tyvAqvZM3UY,ase,train
mVAX6b9x8tA,ase,train
UgqIbVaQu-4,ase,train
XgQxEb_7gf8,ase,train
9GLUkgoaLJw,ase,train
1xzjrdPv3h0,ase,train
X2K6sZT5Pnc,ase,train
LN2omyQcGmo,ase,train
mnWynTNV2Xg,ase,val
UD9tEGYZ0pc,ase,train
-AkxhB4r_2Y,ase,train
vIEYVXZr5ec,ase,val
P1AQXKPSjCk,ase,train
7gjfXcm1OVU,ase,val
XQJFMSHHhWI,ase,train
A1D8oQ9PQz0,ase,train
onbzPBlTWqU,ase,train
5jyWHxCKwS0,ase,train
f2p_HA7dxKc,ase,train
BIYiAAoXJTA,ase,train
qWyl26Rq4iU,ase,val
M0EC-wpa45Y,ase,val
pYnfkQvQMco,ase,train
TcfDmlVuF5M,ase,train
RkOfKMz_XoM,ase,train
qzR_VqxOY0U,ase,train
Xmm9qQt3c5w,ase,train
hQfBfq2iKYQ,ase,train
jTKxPENuvRo,ase,train
rZH-PJ9YQrs,ase,train
wJKEyWxHLCc,ase,train
A2h_k70ftgc,ase,train
Kpgkzgxetgs,ase,train
bs-oIwEMJ_Q,ase,train
A6SAt4aOhtk,ase,train
j6F0o6yHQis,ase,train
1DJZ-L9Lwk0,ase,train
69bd1R7yQYg,ase,train
3jdiiCmAcpU,ase,train
NyIQGdE8O9U,ase,train
wGkZ5xID3_8,ase,val
nDGe1ZEtpr0,ase,train
TD-_HOmdhig,ase,train
mkyp9ZCBtbA,ase,test
d2LreOIiZw4,ase,train
vc9W1DJdkaY,ase,train
BM36U3yZt0I,ase,train
AgSISCer2m0,ase,train
dicQKsSQZjg,ase,train
aiu-jYypOqk,ase,train
KFyhxfSOxS8,ase,train
bKTcufCpgpA,ase,train
YIiM9LbzWWI,ase,train
8svxLGl5EM4,ase,train
Cy-RbV3184o,ase,train
VJYMIfWEPDY,ase,train
0nWekM-XgC8,ase,train
rmJppLz56to,ase,train
9DLrsjY0TZs,ase,train
yHzg5szsDk0,ase,train
AQ4yBnW57zk,ase,train
DG6Syd_wvKk,ase,train
x9p4ErcV7yY,ase,train
begIcAD5rLs,ase,train
k3Tnrie3A_E,ase,train
VgEu2qz4nJM,ase,train
C7FbSj3rduE,ase,train
WfRKADiisAM,ase,train
_CdJNCsUcxU,ase,train
3L3uIePGTAQ,ase,train
wJ3ThMnz0N8,ase,train
0UR9cREKeUI,ase,train
2-p5HVrDLik,ase,train
2izKV5FbIuc,ase,train
Dt1cMDD8SpY,ase,train
9ndquaSJGsc,ase,val
cxL98evQnWI,ase,train
kLjfyb8ijKw,ase,train
YjQjSPSi0UI,ase,train
UJ5Mq6TC0zc,ase,train
txbr0U57ReM,ase,train
3vWrtaDa4YQ,ase,train
O87qstMIE0g,ase,train
kAcwKGasCco,ase,train
wz8ZlLfpn1g,ase,train
wiK9S83OSZY,ase,train
o1Z6Ms72Xk8,ase,train
weeRQaaP6MQ,ase,train
FK3ViZg6yY0,ase,train
qTt95o_f-ko,ase,train
LvyZrLQnjxQ,ase,train
N-7aGZzGVqA,ase,train
M4fSj2rKonk,ase,train
fqps4pWMTM4,ase,train
DnCDenDmn_Q,ase,train
Gy0FMf67Vzk,ase,train
Cy4KL6LjC04,ase,train
gJGo7vdbRKE,ase,train
qyCdbaVBdOw,ase,train
KfsRx1QJOPQ,ase,train
O8sujumPedU,ase,train
BWTuX72uHbo,ase,train
Aey2vjnj2dw,ase,train
hQRJ7xh6Arc,ase,val
3Hw3dbQHVTQ,ase,train
PsMIe3bZX0A,ase,train
KhURrcuSyc4,ase,test
gmfG1abmQ8Q,ase,test
NRInvTjIvEw,ase,train
Wvj_1xiRetk,ase,train
UWf72f2om8E,ase,train
qYKM8lBxiyU,ase,train
061ktzVDfk8,ase,val
IH--WvjzOJ8,ase,train
1YYaRxqSxNc,ase,train
HwrTqZg_zQs,ase,train
3j50-GpcSYU,ase,train
OvSRJexBEnI,ase,train
_6wAr9fI1QA,ase,train
OzcLZqr3UEA,ase,train
heiKLEMF81c,ase,val
WMa7JGvAH9o,ase,train
rd1jA4v54js,ase,train
8y5y6Hk1its,ase,train
8mdcdTUK1IM,ase,train
fB3iylAznns,ase,train
AC2aenVEyb8,ase,train
WMcjUquEf6s,ase,train
cjlDfEc7HNg,ase,train
6c5924rcou4,ase,train
MbNF51yi3qo,ase,train
Ng5Bvg8Wfsg,ase,train
cxVKuSM_XUA,ase,train
qaS2sY7tdsw,ase,train
OMvJ8360U1s,ase,train
orG7Z0X6gAY,ase,test
pX89lhFuwIA,ase,train
QQ4zTzkg9k8,ase,test
_DheUBVlVyA,ase,train
me2DE2M6fYE,ase,train
iFSUQ_a6t3Y,ase,train
ZHyZZ9YdrNo,ase,train
hbFg5klq72M,ase,train
fUBWhtQxoVE,ase,test
6RBYcNsZzPE,ase,train
6lBrXPTzTBM,ase,train
iSm7_6_bXmU,ase,train
HFm09ppjwk8,ase,train
EuOpiBjvrVI,ase,train
VnBdiZmPAn0,ase,train
R5Cl8gsAKfw,ase,train
bbJcnrflBSw,ase,train
gMvF1veNTYc,ase,train
wXIFC_dqpeU,ase,train
jA8BSn1Dwh8,ase,train
pHw_qsdqLG4,ase,test
lVbhq85dhQ4,ase,train
Ssp76E0zfFc,ase,train
YH3YLEZJasg,ase,train
HNoipn5eFfU,ase,train
ICxeZHEeCFI,ase,test
JLaCmAzolUQ,ase,train
95mwCzb5nB4,ase,train
w5UiSORT-70,ase,train
YR0W2WGZA3w,ase,val
FCeZS2vmKaE,ase,train
1KPnGcslx_c,ase,train
t6Tbb4mzs4c,ase,train
esBWin19g8E,ase,train
CiR8KUFY6Vs,ase,train
Vn1Fpnfntj8,ase,val
kAk6J0ixNFs,ase,train
GoalH0uPUhM,ase,train
Ugl2Co64EK4,ase,train
53-hCnr1Pk8,ase,train
JrtyY5o1Y-w,ase,train
r6922NxmvhA,ase,train
wSWAKjNFNUo,ase,train
LSmWzwmlnxc,ase,test
96FKcKjDfQI,ase,train
J3R7kloeyfk,ase,train
E7UvfsKz7pw,ase,test
rKdVSdhwZME,ase,train
orZKA1jclgc,ase,train
wwonsz3Eq7s,ase,train
ADekxemWToI,ase,train
AotWtENI2Qw,ase,train
hWQ2IYR-ACo,ase,val
nGzzuOo1ntM,ase,train
PGH5deicHrQ,ase,train
IbMQRKSkeQI,ase,train
E0gJ1WIPHlA,ase,test
NVQ8m0U1m6s,ase,train
VpmMbKUjqXw,ase,train
pn7bu31TfFs,ase,train
OKqITfk0myM,ase,train
6DqdD7bbDhI,ase,train
9d5Z4ef2AiY,ase,train
wLCwyO09fb0,ase,train
xRUor6J4qp0,ase,train
7CZnCOn0ozo,ase,train
YYDdyqeLdqM,ase,train
TmkTzCvEdh8,ase,val
k_97Ko0sdcY,ase,train
tGnFYPiZ400,ase,train
rQ0odB5lbg4,ase,train
kVk4QdDXyx8,ase,train
iymbOorDu8E,ase,test
jEC_o_l37e8,ase,train
2fcX77AHA2I,ase,train
ubv2mdQwvgQ,ase,test
288uT_Z4DYY,ase,train
MBM4oUa2qoQ,ase,train
U29yzZrCdrs,ase,train
ArxAQisE8Lc,ase,train
nDPIWuEYHmc,ase,train
ldKqTz4k6k4,ase,train
2Lzdxq-ToJk,ase,train
uMlfC5z_Z9c,ase,test
BS1xtZA4qUI,ase,train
U6331YzxS9M,ase,train
DDPgVtwdrlg,ase,train
MMFMY3zTTVM,ase,train
4YIYRu2PERg,ase,train
x7mfAb9uyxc,ase,val
iN5Obi6a9J4,ase,train
DaNCll6dz8M,ase,train
0XtFVS_Kxno,ase,train
-qSABYFcsVs,ase,train
756s3Ex0HBc,ase,val
QjMpzSKAGXw,ase,train
jx4R-tBR9-k,ase,train
jfC6i2L8bW0,ase,val
RXnxpoaT3u4,ase,train
Do0IxYHThcM,ase,val
hSOuOZ0J8to,ase,train
sHKNrjz6rcs,ase,train
sVBRQ8z7mWw,ase,train
kIsYGNqU1N0,ase,train
P1SNwacCDXM,ase,train
spVLgctUg6E,ase,train
34DMNsPor7I,ase,train
ZwSsfFbO3EQ,ase,train
GAXCcdCViWg,ase,train
tonpQAAyXi4,ase,train
GCMo9e9GOWs,ase,train
Ur3pBlejwQU,ase,train
jHyVam6rC4I,ase,train
SJAhRxI7i9c,ase,train
K_uDIkvOOoY,ase,train
nbqwjae2Hzw,ase,val
-tnyzu5MP2Y,ase,train
1RHbfw12FPE,ase,train
I9Tc7OrTut0,ase,test
RO0eEK5Kq3k,ase,train
C5GvKStjAyc,ase,train
J4a1QwarpKY,ase,train
dRpM_DocpYk,ase,train
IrHgc9zU6RE,ase,train
B2392LaI0Ck,ase,train
SreMY7ICJb8,ase,train
xXx4DKiKAQA,ase,train
xI2Lp7fA_bQ,ase,train
gl5QonZZw-k,ase,train
zlBJCCJxT3g,ase,train
5CwLVXIScNg,ase,train
ogSyZhenCa4,ase,train
rgOyiUKiJVc,ase,train
Q1h3DLipLBQ,ase,train
wAnC_toi8CI,ase,test
8gzoLgshEBQ,ase,train
gaV97IihAZY,ase,train
N3QmsL4A-Y4,ase,train
cwLsswn6f_8,ase,train
kBi3uwyl7ZA,ase,train
Ja1-fu2jZZE,ase,train
gy8EJ00_yQM,ase,train
A4HXpR7KNFQ,ase,train
uUur_7XGPGM,ase,train
U3Za0HMUJMM,ase,train
JCtX7lSSJHw,ase,train
RyVoCycLgzM,ase,test
wOmZsoRjKCs,ase,train
IYslZHtHbhU,ase,train
3yHjg_u2MjA,ase,train
Jkh0ZPL-BEc,ase,train
PlsGnN_s2r0,ase,train
LMexKmH-Vxg,ase,train
BV-nypLO-Lc,ase,train
TE8kmztYHiw,ase,train
molLNt9Ge20,ase,train
l378UQxvraQ,ase,train
EaBK61mEIQg,ase,train
H0pSgGn4vVM,ase,train
KoEnUvR0RuY,ase,train
3G6L41pZoQw,ase,train
fy6ENse0EbM,ase,train
-SZ-Qeo0-20,ase,train
iveQ-FpDReU,ase,train
QcRLg-pDXqI,ase,train
C-r-vTs3JrA,ase,train
5bbFWqaeQwk,ase,train
QLkFbSi-pYo,ase,train
C8oFnDW9ylM,ase,train
_q1Cf2naE9Q,ase,train
UUM7Q8i9AEU,ase,train
uNCT7BrT7LI,ase,train
iFAYRfXAGjI,ase,test
0qknoxaCwgg,ase,train
Q6xAfQwjvAE,ase,val
oxJrxT8lb50,ase,train
jCajnMh-xI8,ase,train
FjMFfWiB77Q,ase,test
8COVwvx2N3A,ase,train
Oq2xyDjIizg,ase,train
uPEQ3BAI_K8,ase,train
DLzzRUw13xQ,ase,train
vU9HLizCklE,ase,train
_mOk2qhufE4,ase,train
f6BbVCp1MWk,ase,val
jg3wVrdge9c,ase,train
N5mZq_qp4GI,ase,train
7_PkG5n9d_o,ase,train
OFQh6GhspFw,ase,train
MWed9FQrqjs,ase,train
ajajcMLFRnc,ase,train
CBOW2kTQdDE,ase,test
eb5q5PktFoA,ase,train
gdwJLzGheRU,ase,train
3fxgQjOqK2o,ase,train
QgHTsz1_xIQ,ase,train
EDfhZnL0VWo,ase,train
GmPy4CKk9uk,ase,train
K1VmBr1TiPw,ase,val
nM2rkmih8Yk,ase,train
27NNuHzlhmI,ase,train
5pPNasfZk-o,ase,train
Pp9HFKhY7o0,ase,train
uvXKz50o77o,ase,train
9Y1SnTIW470,ase,train
PunNaArhv-g,ase,train
FujzOKTzzms,ase,train
9nNdpfZZwWg,ase,train
foBSNG-9zVE,ase,train
9NfTDjWq7vA,ase,train
GGWGiN4EHhM,ase,train
4st-CDVOtOU,ase,test
cFm0H2IxRd0,ase,train
_u9Tv17gk_c,ase,train
UvDL9D_RxjU,ase,train
bnlo7k4275k,ase,train
ZmVnTZ7olx4,ase,train
sxFWzWqaQyg,ase,train
7OiURbHu65U,ase,train
t0AtgFk5BGA,ase,train
sWpGVmrq7Pw,ase,train
AusXSrIu4pA,ase,train
zKk0CsTnFG4,ase,train
szKDY-5Xk9w,ase,train
5803kv4-ug8,ase,train
6W38H2Tmixs,ase,train
stiFRP7yt-A,ase,train
HbN3Mk5EoeA,ase,train
5BiUaekR8AA,ase,val
48tu-4L5rog,ase,train
nQDREOPESSU,ase,train
yoHgrNsmHOY,ase,train
av_Aqc6d4jw,ase,train
zq5ZT7M9vcw,ase,train
tM_G5WKYzLY,ase,val
